,product/slug,location/country,score,industry,segment,Review,sentiment,review_processed,category
29,checkr,United States,4.5,Primary/Secondary Education,small-business,"Checkr is user-friendly, and the product is effective and efficient. We need to do background checks for all employees, and using Checkr has made the process easier for us.
We've only been using the product for a short time. To date, though, there is nothing that I dislike. As noted above, I find Checkr to be efficient and effective.
nan
Checkr makes the background check process, something required for employment, easier for us. It frees up time and ensures that our background checks are completed quickly and effectively. New User.",positive,"['checkr', 'user-friendly', 'product', 'effective', 'efficient', 'need', 'background', 'check', 'employee', 'using', 'checkr', 'ha', 'made', 'process', 'easier', 'u', ""'ve"", 'using', 'product', 'short', 'time', 'date', 'though', 'nothing', 'dislike', 'noted', 'find', 'checkr', 'efficient', 'effective', 'nan', 'checkr', 'make', 'background', 'check', 'process', 'something', 'required', 'employment', 'easier', 'u', 'free', 'time', 'ensures', 'background', 'check', 'completed', 'quickly', 'effectively', 'new', 'user']","Technology, Complaints & Issues, Checks, Platform, People Management, Time"
30,hipeople,Germany,5.0,Staffing and Recruiting,mid-market,"-The ease of the implementation process with HI-People. 
-The tool is cost-effective and easy to use.
-It's saved us time when completing references globally, and Hi-People has been constantly improving with new features being made available at regular intervals.
We would like to see Hi-People referencing evolve a more comprehensive integration with Greenhouse.
nan
We spent a lot of hours manually reference-checking candidates, this is something we were committed to as a company. Since this was a manual process, there was a lot of potential for error.
HiPeople has created the opportunity to automate the process, it makes it easy for us to audit and the process is quicker. We implemented",positive,"['-the', 'ease', 'implementation', 'process', 'hi-people', '-the', 'tool', 'cost-effective', 'easy', 'use', '-it', ""'s"", 'saved', 'u', 'time', 'completing', 'reference', 'globally', 'hi-people', 'ha', 'constantly', 'improving', 'new', 'feature', 'made', 'available', 'regular', 'interval', 'would', 'like', 'see', 'hi-people', 'referencing', 'evolve', 'comprehensive', 'integration', 'greenhouse', 'nan', 'spent', 'lot', 'hour', 'manually', 'reference-checking', 'candidate', 'something', 'committed', 'company', 'since', 'wa', 'manual', 'process', 'wa', 'lot', 'potential', 'error', 'hipeople', 'ha', 'created', 'opportunity', 'automate', 'process', 'make', 'easy', 'u', 'audit', 'process', 'quicker', 'implemented']","Technology, Checks, Platform, Cost, Integration, People Management, Features & Functions, Time, Adjectives"
31,zinc-work,United States,5.0,Computer Software,mid-market,"We love the global aspect of Zinc and the quick, easy support we receive.
We would like to see criminal history right away.
nan
Global background checks and easy candidate experience! Easy Implementation &",positive,"['love', 'global', 'aspect', 'zinc', 'quick', 'easy', 'support', 'receive', 'would', 'like', 'see', 'criminal', 'history', 'right', 'away', 'nan', 'global', 'background', 'check', 'easy', 'candidate', 'experience', 'easy', 'implementation']","Communication, Checks, Platform, People Management, Features & Functions, Time, Adjectives"
32,checkr,United States,5.0,Hospitality,small-business,"We like that Checkr is easy to integrate with and didn't require a huge engineering lift in order to get off the ground. We are a startup and that was really important to us.
We would like to integrate more of a custom UI into our application vs right now we use their web-based application which does the trick, however does not feel cohesive.
nan
We are able to background check a large number of users on our platform so that they have access to higher levels of the platform. Checkr Has Been a Great",positive,"['like', 'checkr', 'easy', 'integrate', ""n't"", 'require', 'huge', 'engineering', 'lift', 'order', 'get', 'ground', 'startup', 'wa', 'really', 'important', 'u', 'would', 'like', 'integrate', 'custom', 'ui', 'application', 'v', 'right', 'use', 'web-based', 'application', 'doe', 'trick', 'however', 'doe', 'feel', 'cohesive', 'nan', 'able', 'background', 'check', 'large', 'number', 'user', 'platform', 'access', 'higher', 'level', 'platform', 'checkr', 'ha', 'great']","Platform, Performance & Quality, Adjectives, Checks"
33,checkr,United States,4.0,Retail,mid-market,"Our AM & CSM are incredibly knowledgeable and quick to respond to all inquiries.
We would like more autonomy within the adverse action process.
nan
Automated adverse action has reduced several pain points within the hiring process.",positive,"['csm', 'incredibly', 'knowledgeable', 'quick', 'respond', 'inquiry', 'would', 'like', 'autonomy', 'within', 'adverse', 'action', 'process', 'nan', 'automated', 'adverse', 'action', 'ha', 'reduced', 'several', 'pain', 'point', 'within', 'hiring', 'process']","Platform, People Management, Communication, Technology"
34,sterling-talent-solutions,United States,4.0,Industrial Automation,small-business,"It’s very easy to use and delivers excellent results. 
We haven’t experienced any noticeable downsides with this software. 
nan
Talent acquisition  Sterling",positive,"['’', 'easy', 'use', 'delivers', 'excellent', 'result', '’', 'experienced', 'noticeable', 'downside', 'software', 'nan', 'talent', 'acquisition', 'sterling']","Communication, Performance & Quality, Technology, Platform, Adjectives"
35,checkr,United States,5.0,Non-Profit Organization Management,small-business,"We love Checkr's interface and how it integrates well with our current church management software.
We have not found anything that we dislike with Checkr
nan
Checkr helps us stay up to date with our church volunteer background checks. The cost is low and the turnaround time is outstanding Fast Results and Outstanding",positive,"['love', 'checkr', ""'s"", 'interface', 'integrates', 'well', 'current', 'church', 'management', 'software', 'found', 'anything', 'dislike', 'checkr', 'nan', 'checkr', 'help', 'u', 'stay', 'date', 'church', 'volunteer', 'background', 'check', 'cost', 'low', 'turnaround', 'time', 'outstanding', 'fast', 'result', 'outstanding']","Communication, Complaints & Issues, Technology, Checks, Platform, Cost, Integration, Time, Adjectives"
36,checkr,United States,5.0,Retail,mid-market,"The integration between Checkr and our HRIS system has been invaluable. The ease of submitting and subsequently reading the background checks has been a big time saver.
We have had to troubleshoot with some of our candidates, and have not had our issue resolved with the first pass by a Checkr associate. We do understand that as the middle man, we also aren't always seeing the full picture.
nan
Streamlining our background check system through the integration with our HRIS system. We start our onboarding much faster with the integration.",positive,"['integration', 'checkr', 'hris', 'system', 'ha', 'invaluable', 'ease', 'submitting', 'subsequently', 'reading', 'background', 'check', 'ha', 'big', 'time', 'saver', 'troubleshoot', 'candidate', 'issue', 'resolved', 'first', 'pas', 'checkr', 'associate', 'understand', 'middle', 'man', 'also', ""n't"", 'always', 'seeing', 'full', 'picture', 'nan', 'streamlining', 'background', 'check', 'system', 'integration', 'hris', 'system', 'start', 'onboarding', 'much', 'faster', 'integration']","Performance & Quality, Checks, Platform, Integration, People Management, Features & Functions, Time, Adjectives"
37,checkr,United States,5.0,Religious Institutions,mid-market,"What is most helpful is that not only does Checkr have a streamlined interface to use, but they also upload results directly to our member database (Planning Center)!
We have had Checkr for the last year and have not had anything come up that would cause us any concerns or anything that we have had any problems with!  Checkr is awesome!
nan
Checkr is very efficient in doing our background screens and they quickly upload the results into our database!  Checkr is also great at communicating with our candidates! Checking Backgrounds",positive,"['helpful', 'doe', 'checkr', 'streamlined', 'interface', 'use', 'also', 'upload', 'result', 'directly', 'member', 'database', 'planning', 'center', 'checkr', 'last', 'year', 'anything', 'come', 'would', 'cause', 'u', 'concern', 'anything', 'problem', 'checkr', 'awesome', 'nan', 'checkr', 'efficient', 'background', 'screen', 'quickly', 'upload', 'result', 'database', 'checkr', 'also', 'great', 'communicating', 'candidate', 'checking', 'background']","Communication, Performance & Quality, Complaints & Issues, Technology, Checks, Platform, People Management, Features & Functions, Time, Adjectives"
38,certn,Canada,5.0,Gambling & Casinos,mid-market,"Certn provides a wide variety of offerings.   Certn has incredible customer service.  Elle is fantastic!  She is extremely quick at responding, flexible, adaptable, friendly and provides thorough information.
We have had an amazing experience with Certn, there is nothing we can think of that we dislike.
nan
Certn handles all of our background checks and ensures compliance.  We never have to worry with Certn. Exceptional",positive,"['certn', 'provides', 'wide', 'variety', 'offering', 'certn', 'ha', 'incredible', 'customer', 'service', 'elle', 'fantastic', 'extremely', 'quick', 'responding', 'flexible', 'adaptable', 'friendly', 'provides', 'thorough', 'information', 'amazing', 'experience', 'certn', 'nothing', 'think', 'dislike', 'nan', 'certn', 'handle', 'background', 'check', 'ensures', 'compliance', 'never', 'worry', 'certn', 'exceptional']","Communication, Complaints & Issues, Checks, Platform, Documentation & Compliance, Features & Functions, Adjectives"
